"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[age]"	"Sample Characteristic Ontology Term[age]"	"Sample Characteristic[developmental stage]"	"Sample Characteristic Ontology Term[developmental stage]"	"Sample Characteristic[sex]"	"Sample Characteristic Ontology Term[sex]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[progenitor cell type]"	"Sample Characteristic Ontology Term[progenitor cell type]"	"Sample Characteristic[cell type]"	"Sample Characteristic Ontology Term[cell type]"	"Sample Characteristic[cell line]"	"Sample Characteristic Ontology Term[cell line]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[growth condition]"	"Sample Characteristic Ontology Term[growth condition]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[time]"	"Factor Value Ontology Term[time]"	"Factor Value[individual]"	"Factor Value Ontology Term[individual]"	"Factor Value[cell type]"	"Factor Value Ontology Term[cell type]"	"Factor Value[cell line]"	"Factor Value Ontology Term[cell line]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR2967685"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 1"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal1_H5_fetal_12wpc_c1"		"not applicable"		"fetal human cortex 1"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967686"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 1"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal1_H6_fetal_12wpc_c1"		"not applicable"		"fetal human cortex 1"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967687"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 1"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal1_H7_fetal_12wpc_c1"		"not applicable"		"fetal human cortex 1"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967688"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 1"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal1_H8_fetal_12wpc_c1"		"not applicable"		"fetal human cortex 1"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967689"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A10_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967690"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A11_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967691"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A12_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967692"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A1_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967693"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A2_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967694"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A3_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967695"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A4_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967696"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A5_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967697"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A6_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967698"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A7_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967699"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A8_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967700"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_A9_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967701"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B10_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967702"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B11_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967703"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B1_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967704"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B2_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967705"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B3_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967706"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B5_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967707"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B6_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967708"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B7_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967709"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B8_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967710"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_B9_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
"SRR2967711"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"fetal human cortex 2"		"gestational week 12 week"		"embryo"	"http://purl.obolibrary.org/obo/UBERON_0000922"	"not available"		"neocortex"	"http://purl.obolibrary.org/obo/UBERON_0001950"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"in vivo"		"normal"	"http://purl.obolibrary.org/obo/PATO_0000461"	"fetal2_C11_fetal_12wpc_c2"		"not applicable"		"fetal human cortex 2"		"neuron"	"http://purl.obolibrary.org/obo/CL_0000540"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"	"not applicable"	"http://purl.obolibrary.org/obo/NCIT_C48660"
